# z[m]	| T [degC]
0.719896	|25.797062
0.720008	|25.798251
0.720120	|25.799440
0.720232	|25.800630
0.720344	|25.801819
0.720456	|25.803008
0.720568	|25.804197
0.720680	|25.805386
0.720792	|25.806576
0.720904	|25.807765
0.721016	|25.808954
0.721128	|25.810143
0.721240	|25.811332
0.721352	|25.812521
0.721464	|25.813710
0.721576	|25.814899
0.721688	|25.816089
0.721800	|25.817278
0.721912	|25.818467
0.722024	|25.819656
0.722136	|25.820845
0.722248	|25.822034
0.722360	|25.823223
0.722472	|25.824412
0.722584	|25.825601
0.722696	|25.826790
0.722808	|25.827979
0.722920	|25.829168
0.723032	|25.830357
0.723144	|25.831546
0.723256	|25.832735
0.723368	|25.833924
0.723480	|25.835113
0.723592	|25.836302
0.723704	|25.837491
0.723816	|25.838680
0.723928	|25.839869
0.724040	|25.841058
0.724152	|25.842247
0.724264	|25.843436
0.724376	|25.844625
0.724488	|25.845814
0.724600	|25.847003
0.724712	|25.848192
0.724824	|25.849381
0.724936	|25.850569
0.725049	|25.851758
0.725161	|25.852947
0.725273	|25.854136
0.725385	|25.855325
0.725497	|25.856514
0.725609	|25.857703
0.725721	|25.858892
0.725833	|25.860080
0.725945	|25.861269
0.726057	|25.862458
0.726169	|25.863647
0.726281	|25.864836
0.726393	|25.866024
0.726505	|25.867213
0.726617	|25.868402
0.726729	|25.869591
0.726841	|25.870780
0.726953	|25.871968
0.727065	|25.873157
0.727177	|25.874346
0.727289	|25.875535
0.727401	|25.876723
0.727513	|25.877912
0.727625	|25.879101
0.727737	|25.880290
0.727849	|25.881478
0.727961	|25.882667
0.728073	|25.883856
0.728185	|25.885044
0.728297	|25.886233
0.728409	|25.887422
0.728521	|25.888610
0.728633	|25.889799
0.728745	|25.890988
0.728857	|25.892176
0.728969	|25.893365
0.729081	|25.894554
0.729193	|25.895742
0.729305	|25.896931
0.729417	|25.898119
0.729529	|25.899308
0.729641	|25.900497
0.729753	|25.901685
0.729865	|25.902874
0.729977	|25.904062
0.730089	|25.905251
0.730201	|25.906440
0.730313	|25.907628
0.730425	|25.908817
0.730537	|25.910005
0.730649	|25.911194
0.730761	|25.912382
0.730873	|25.913571
0.730985	|25.914759
0.731097	|25.915948
0.731209	|25.917136
0.731321	|25.918325
0.731433	|25.919513
0.731545	|25.920702
0.731657	|25.921890
0.731769	|25.923079
0.731881	|25.924267
0.731993	|25.925456
0.732105	|25.926644
0.732217	|25.927832
0.732329	|25.929021
0.732441	|25.930209
0.732553	|25.931398
0.732665	|25.932586
0.732777	|25.933774
0.732889	|25.934963
0.733001	|25.936151
0.733113	|25.937340
0.733225	|25.938528
0.733337	|25.939716
0.733449	|25.940905
0.733561	|25.942093
0.733673	|25.943281
0.733785	|25.944470
0.733897	|25.945658
0.734009	|25.946846
0.734121	|25.948035
0.734233	|25.949223
0.734345	|25.950411
0.734457	|25.951600
0.734569	|25.952788
0.734681	|25.953976
0.734793	|25.955164
0.734905	|25.956353
0.735018	|25.957541
0.735130	|25.958729
0.735242	|25.959917
0.735354	|25.961106
0.735466	|25.962294
0.735578	|25.963482
0.735690	|25.964670
0.735802	|25.965858
0.735914	|25.967047
0.736026	|25.968235
0.736138	|25.969423
0.736250	|25.970611
0.736362	|25.971799
0.736474	|25.972988
0.736586	|25.974176
0.736698	|25.975364
0.736810	|25.976552
0.736922	|25.977740
0.737034	|25.978928
0.737146	|25.980116
0.737258	|25.981304
0.737370	|25.982493
0.737482	|25.983681
0.737594	|25.984869
0.737706	|25.986057
0.737818	|25.987245
0.737930	|25.988433
0.738042	|25.989621
0.738154	|25.990809
0.738266	|25.991997
0.738378	|25.993185
0.738490	|25.994373
0.738602	|25.995561
0.738714	|25.996749
0.738826	|25.997937
0.738938	|25.999125
0.739050	|26.000313
0.739162	|26.001501
0.739274	|26.002689
0.739386	|26.003877
0.739498	|26.005065
0.739610	|26.006253
0.739722	|26.007441
0.739834	|26.008629
0.739946	|26.009817
0.740058	|26.011005
0.740170	|26.012193
0.740282	|26.013381
0.740394	|26.014569
0.740506	|26.015756
0.740618	|26.016944
0.740730	|26.018132
0.740842	|26.019320
0.740954	|26.020508
0.741066	|26.021696
0.741178	|26.022884
0.741290	|26.024072
0.741402	|26.025259
0.741514	|26.026447
0.741626	|26.027635
0.741738	|26.028823
0.741850	|26.030011
0.741962	|26.031199
0.742074	|26.032386
0.742186	|26.033574
0.742298	|26.034762
0.742410	|26.035950
0.742522	|26.037137
0.742634	|26.038325
0.742746	|26.039513
0.742858	|26.040701
0.742970	|26.041889
0.743082	|26.043076
0.743194	|26.044264
0.743306	|26.045452
0.743418	|26.046639
0.743530	|26.047827
0.743642	|26.049015
0.743754	|26.050203
0.743866	|26.051390
0.743978	|26.052578
0.744090	|26.053766
0.744202	|26.054953
0.744314	|26.056141
0.744426	|26.057329
0.744538	|26.058516
0.744650	|26.059704
0.744762	|26.060891
0.744874	|26.062079
0.744986	|26.063267
0.745099	|26.064454
0.745211	|26.065642
0.745323	|26.066829
0.745435	|26.068017
0.745547	|26.069205
0.745659	|26.070392
0.745771	|26.071580
0.745883	|26.072767
0.745995	|26.073955
0.746107	|26.075142
0.746219	|26.076330
0.746331	|26.077518
0.746443	|26.078705
0.746555	|26.079893
0.746667	|26.081080
0.746779	|26.082268
0.746891	|26.083455
0.747003	|26.084643
0.747115	|26.085830
0.747227	|26.087018
0.747339	|26.088205
0.747451	|26.089392
0.747563	|26.090580
0.747675	|26.091767
0.747787	|26.092955
0.747899	|26.094142
0.748011	|26.095330
0.748123	|26.096517
0.748235	|26.097704
0.748347	|26.098892
0.748459	|26.100079
0.748571	|26.101267
0.748683	|26.102454
0.748795	|26.103641
0.748907	|26.104829
0.749019	|26.106016
0.749131	|26.107203
0.749243	|26.108391
0.749355	|26.109578
0.749467	|26.110765
0.749579	|26.111953
0.749691	|26.113140
0.749803	|26.114327
0.749915	|26.115515
0.750027	|26.116702
0.750139	|26.117889
0.750251	|26.119077
0.750363	|26.120264
0.750475	|26.121451
0.750587	|26.122638
0.750699	|26.123826
0.750811	|26.125013
0.750923	|26.126200
0.751035	|26.127387
0.751147	|26.128575
0.751259	|26.129762
0.751371	|26.130949
0.751483	|26.132136
0.751595	|26.133323
0.751707	|26.134511
0.751819	|26.135698
0.751931	|26.136885
0.752043	|26.138072
0.752155	|26.139259
0.752267	|26.140446
0.752379	|26.141634
0.752491	|26.142821
0.752603	|26.144008
0.752715	|26.145195
0.752827	|26.146382
0.752939	|26.147569
0.753051	|26.148756
0.753163	|26.149943
0.753275	|26.151130
0.753387	|26.152318
0.753499	|26.153505
0.753611	|26.154692
0.753723	|26.155879
0.753835	|26.157066
0.753947	|26.158253
0.754059	|26.159440
0.754171	|26.160627
0.754283	|26.161814
0.754395	|26.163001
0.754507	|26.164188
0.754619	|26.165375
0.754731	|26.166562
0.754843	|26.167749
0.754955	|26.168936
0.755068	|26.170123
0.755180	|26.171310
0.755292	|26.172497
0.755404	|26.173684
0.755516	|26.174871
0.755628	|26.176058
0.755740	|26.177245
0.755852	|26.178431
0.755964	|26.179618
0.756076	|26.180805
0.756188	|26.181992
0.756300	|26.183179
0.756412	|26.184366
0.756524	|26.185553
0.756636	|26.186740
0.756748	|26.187927
0.756860	|26.189113
0.756972	|26.190300
0.757084	|26.191487
0.757196	|26.192674
0.757308	|26.193861
0.757420	|26.195048
0.757532	|26.196234
0.757644	|26.197421
0.757756	|26.198608
0.757868	|26.199795
0.757980	|26.200982
0.758092	|26.202168
0.758204	|26.203355
0.758316	|26.204542
0.758428	|26.205729
0.758540	|26.206915
0.758652	|26.208102
0.758764	|26.209289
0.758876	|26.210476
0.758988	|26.211662
0.759100	|26.212849
0.759212	|26.214036
0.759324	|26.215223
0.759436	|26.216409
0.759548	|26.217596
0.759660	|26.218783
0.759772	|26.219969
0.759884	|26.221156
0.759996	|26.222343
0.760108	|26.223529
0.760220	|26.224716
0.760332	|26.225903
0.760444	|26.227089
0.760556	|26.228276
0.760668	|26.229462
0.760780	|26.230649
0.760892	|26.231836
0.761004	|26.233022
0.761116	|26.234209
0.761228	|26.235395
0.761340	|26.236582
0.761452	|26.237769
0.761564	|26.238955
0.761676	|26.240142
0.761788	|26.241328
0.761900	|26.242515
0.762012	|26.243701
0.762124	|26.244888
0.762236	|26.246074
0.762348	|26.247261
0.762460	|26.248447
0.762572	|26.249634
0.762684	|26.250820
0.762796	|26.252007
0.762908	|26.253193
0.763020	|26.254380
0.763132	|26.255566
0.763244	|26.256753
0.763356	|26.257939
0.763468	|26.259126
0.763580	|26.260312
0.763692	|26.261498
0.763804	|26.262685
0.763916	|26.263871
0.764028	|26.265058
0.764140	|26.266244
0.764252	|26.267430
0.764364	|26.268617
0.764476	|26.269803
0.764588	|26.270989
0.764700	|26.272176
0.764812	|26.273362
0.764924	|26.274549
0.765037	|26.275735
0.765149	|26.276921
0.765261	|26.278108
0.765373	|26.279294
0.765485	|26.280480
0.765597	|26.281666
0.765709	|26.282853
0.765821	|26.284039
0.765933	|26.285225
0.766045	|26.286412
0.766157	|26.287598
0.766269	|26.288784
0.766381	|26.289970
0.766493	|26.291157
0.766605	|26.292343
0.766717	|26.293529
0.766829	|26.294715
0.766941	|26.295902
0.767053	|26.297088
0.767165	|26.298274
0.767277	|26.299460
0.767389	|26.300646
0.767501	|26.301833
0.767613	|26.303019
0.767725	|26.304205
0.767837	|26.305391
0.767949	|26.306577
0.768061	|26.307763
0.768173	|26.308949
0.768285	|26.310136
0.768397	|26.311322
0.768509	|26.312508
0.768621	|26.313694
0.768733	|26.314880
0.768845	|26.316066
0.768957	|26.317252
0.769069	|26.318438
0.769181	|26.319624
0.769293	|26.320810
0.769405	|26.321997
0.769517	|26.323183
0.769629	|26.324369
0.769741	|26.325555
0.769853	|26.326741
0.769965	|26.327927
0.770077	|26.329113
0.770189	|26.330299
0.770301	|26.331485
0.770413	|26.332671
0.770525	|26.333857
0.770637	|26.335043
0.770749	|26.336229
0.770861	|26.337415
0.770973	|26.338601
0.771085	|26.339787
0.771197	|26.340973
0.771309	|26.342158
0.771421	|26.343344
0.771533	|26.344530
0.771645	|26.345716
0.771757	|26.346902
0.771869	|26.348088
0.771981	|26.349274
0.772093	|26.350460
0.772205	|26.351646
0.772317	|26.352832
0.772429	|26.354017
0.772541	|26.355203
0.772653	|26.356389
0.772765	|26.357575
0.772877	|26.358761
0.772989	|26.359947
0.773101	|26.361133
0.773213	|26.362318
0.773325	|26.363504
0.773437	|26.364690
0.773549	|26.365876
0.773661	|26.367062
0.773773	|26.368247
0.773885	|26.369433
0.773997	|26.370619
0.774109	|26.371805
0.774221	|26.372990
0.774333	|26.374176
0.774445	|26.375362
0.774557	|26.376548
0.774669	|26.377733
0.774781	|26.378919
0.774893	|26.380105
0.775006	|26.381290
0.775118	|26.382476
0.775230	|26.383662
0.775342	|26.384848
0.775454	|26.386033
0.775566	|26.387219
0.775678	|26.388405
0.775790	|26.389590
0.775902	|26.390776
0.776014	|26.391961
0.776126	|26.393147
0.776238	|26.394333
0.776350	|26.395518
0.776462	|26.396704
0.776574	|26.397890
0.776686	|26.399075
0.776798	|26.400261
0.776910	|26.401446
0.777022	|26.402632
0.777134	|26.403818
0.777246	|26.405003
0.777358	|26.406189
0.777470	|26.407374
0.777582	|26.408560
0.777694	|26.409745
0.777806	|26.410931
0.777918	|26.412116
0.778030	|26.413302
0.778142	|26.414487
0.778254	|26.415673
0.778366	|26.416858
0.778478	|26.418044
0.778590	|26.419229
0.778702	|26.420415
0.778814	|26.421600
0.778926	|26.422786
0.779038	|26.423971
0.779150	|26.425157
0.779262	|26.426342
0.779374	|26.427527
0.779486	|26.428713
0.779598	|26.429898
0.779710	|26.431084
0.779822	|26.432269
0.779934	|26.433454
0.780046	|26.434640
0.780158	|26.435825
0.780270	|26.437011
0.780382	|26.438196
0.780494	|26.439381
0.780606	|26.440567
0.780718	|26.441752
0.780830	|26.442937
0.780942	|26.444123
0.781054	|26.445308
0.781166	|26.446493
0.781278	|26.447679
0.781390	|26.448864
0.781502	|26.450049
0.781614	|26.451234
0.781726	|26.452420
0.781838	|26.453605
0.781950	|26.454790
0.782062	|26.455976
0.782174	|26.457161
0.782286	|26.458346
0.782398	|26.459531
0.782510	|26.460716
0.782622	|26.461902
0.782734	|26.463087
0.782846	|26.464272
0.782958	|26.465457
0.783070	|26.466643
0.783182	|26.467828
0.783294	|26.469013
0.783406	|26.470198
0.783518	|26.471383
0.783630	|26.472568
0.783742	|26.473754
0.783854	|26.474939
0.783966	|26.476124
0.784078	|26.477309
0.784190	|26.478494
0.784302	|26.479679
0.784414	|26.480864
0.784526	|26.482049
0.784638	|26.483234
0.784750	|26.484420
0.784862	|26.485605
0.784974	|26.486790
0.785087	|26.487975
0.785199	|26.489160
0.785311	|26.490345
0.785423	|26.491530
0.785535	|26.492715
0.785647	|26.493900
0.785759	|26.495085
0.785871	|26.496270
0.785983	|26.497455
0.786095	|26.498640
0.786207	|26.499825
0.786319	|26.501010
0.786431	|26.502195
0.786543	|26.503380
0.786655	|26.504565
0.786767	|26.505750
0.786879	|26.506935
0.786991	|26.508120
0.787103	|26.509305
0.787215	|26.510490
0.787327	|26.511675
0.787439	|26.512860
0.787551	|26.514044
0.787663	|26.515229
0.787775	|26.516414
0.787887	|26.517599
0.787999	|26.518784
0.788111	|26.519969
0.788223	|26.521154
0.788335	|26.522339
0.788447	|26.523523
0.788559	|26.524708
0.788671	|26.525893
0.788783	|26.527078
0.788895	|26.528263
0.789007	|26.529448
0.789119	|26.530632
0.789231	|26.531817
0.789343	|26.533002
0.789455	|26.534187
0.789567	|26.535372
0.789679	|26.536556
0.789791	|26.537741
0.789903	|26.538926
0.790015	|26.540111
0.790127	|26.541295
0.790239	|26.542480
0.790351	|26.543665
0.790463	|26.544850
0.790575	|26.546034
0.790687	|26.547219
0.790799	|26.548404
0.790911	|26.549588
0.791023	|26.550773
0.791135	|26.551958
0.791247	|26.553142
0.791359	|26.554327
0.791471	|26.555512
0.791583	|26.556696
0.791695	|26.557881
0.791807	|26.559066
0.791919	|26.560250
0.792031	|26.561435
0.792143	|26.562620
0.792255	|26.563804
0.792367	|26.564989
0.792479	|26.566173
0.792591	|26.567358
0.792703	|26.568543
0.792815	|26.569727
0.792927	|26.570912
0.793039	|26.572096
0.793151	|26.573281
0.793263	|26.574465
0.793375	|26.575650
0.793487	|26.576834
0.793599	|26.578019
0.793711	|26.579203
0.793823	|26.580388
0.793935	|26.581572
0.794047	|26.582757
0.794159	|26.583941
0.794271	|26.585126
0.794383	|26.586310
0.794495	|26.587495
0.794607	|26.588679
0.794719	|26.589864
0.794831	|26.591048
0.794943	|26.592233
0.795056	|26.593417
0.795168	|26.594602
0.795280	|26.595786
0.795392	|26.596970
0.795504	|26.598155
0.795616	|26.599339
0.795728	|26.600524
0.795840	|26.601708
0.795952	|26.602892
0.796064	|26.604077
0.796176	|26.605261
0.796288	|26.606445
0.796400	|26.607630
0.796512	|26.608814
0.796624	|26.609998
0.796736	|26.611183
0.796848	|26.612367
0.796960	|26.613551
0.797072	|26.614736
0.797184	|26.615920
0.797296	|26.617104
0.797408	|26.618289
0.797520	|26.619473
0.797632	|26.620657
0.797744	|26.621841
0.797856	|26.623026
0.797968	|26.624210
0.798080	|26.625394
0.798192	|26.626578
0.798304	|26.627763
0.798416	|26.628947
0.798528	|26.630131
0.798640	|26.631315
0.798752	|26.632499
0.798864	|26.633684
0.798976	|26.634868
0.799088	|26.636052
0.799200	|26.637236
0.799312	|26.638420
0.799424	|26.639604
0.799536	|26.640789
0.799648	|26.641973
0.799760	|26.643157
0.799872	|26.644341
0.799984	|26.645525
0.800096	|26.646709
0.800208	|26.647893
0.800320	|26.649077
0.800432	|26.650262
0.800544	|26.651446
0.800656	|26.652630
0.800768	|26.653814
0.800880	|26.654998
0.800992	|26.656182
0.801104	|26.657366
0.801216	|26.658550
0.801328	|26.659734
0.801440	|26.660918
0.801552	|26.662102
0.801664	|26.663286
0.801776	|26.664470
0.801888	|26.665654
0.802000	|26.666838
0.802112	|26.668022
0.802224	|26.669206
0.802336	|26.670390
0.802448	|26.671574
0.802560	|26.672758
0.802672	|26.673942
0.802784	|26.675126
0.802896	|26.676310
0.803008	|26.677494
0.803120	|26.678678
0.803232	|26.679862
0.803344	|26.681045
0.803456	|26.682229
0.803568	|26.683413
0.803680	|26.684597
0.803792	|26.685781
0.803904	|26.686965
0.804016	|26.688149
0.804128	|26.689333
0.804240	|26.690517
0.804352	|26.691700
0.804464	|26.692884
0.804576	|26.694068
0.804688	|26.695252
0.804800	|26.696436
0.804912	|26.697619
0.805025	|26.698803
0.805137	|26.699987
0.805249	|26.701171
0.805361	|26.702355
0.805473	|26.703538
0.805585	|26.704722
0.805697	|26.705906
0.805809	|26.707090
0.805921	|26.708273
0.806033	|26.709457
0.806145	|26.710641
0.806257	|26.711825
0.806369	|26.713008
0.806481	|26.714192
0.806593	|26.715376
0.806705	|26.716559
0.806817	|26.717743
0.806929	|26.718927
0.807041	|26.720111
0.807153	|26.721294
0.807265	|26.722478
0.807377	|26.723661
0.807489	|26.724845
0.807601	|26.726029
0.807713	|26.727212
0.807825	|26.728396
0.807937	|26.729580
0.808049	|26.730763
0.808161	|26.731947
0.808273	|26.733130
0.808385	|26.734314
0.808497	|26.735498
0.808609	|26.736681
0.808721	|26.737865
0.808833	|26.739048
0.808945	|26.740232
0.809057	|26.741415
0.809169	|26.742599
0.809281	|26.743783
0.809393	|26.744966
0.809505	|26.746150
0.809617	|26.747333
0.809729	|26.748517
0.809841	|26.749700
0.809953	|26.750884
0.810065	|26.752067
0.810177	|26.753251
0.810289	|26.754434
0.810401	|26.755617
0.810513	|26.756801
0.810625	|26.757984
0.810737	|26.759168
0.810849	|26.760351
0.810961	|26.761535
0.811073	|26.762718
0.811185	|26.763902
0.811297	|26.765085
0.811409	|26.766268
0.811521	|26.767452
0.811633	|26.768635
0.811745	|26.769818
0.811857	|26.771002
0.811969	|26.772185
0.812081	|26.773369
0.812193	|26.774552
0.812305	|26.775735
0.812417	|26.776919
0.812529	|26.778102
0.812641	|26.779285
0.812753	|26.780469
0.812865	|26.781652
0.812977	|26.782835
0.813089	|26.784018
0.813201	|26.785202
0.813313	|26.786385
0.813425	|26.787568
0.813537	|26.788752
0.813649	|26.789935
0.813761	|26.791118
0.813873	|26.792301
0.813985	|26.793485
0.814097	|26.794668
0.814209	|26.795851
0.814321	|26.797034
0.814433	|26.798217
0.814545	|26.799401
0.814657	|26.800584
0.814769	|26.801767
0.814881	|26.802950
0.814993	|26.804133
0.815106	|26.805317
0.815218	|26.806500
0.815330	|26.807683
0.815442	|26.808866
0.815554	|26.810049
0.815666	|26.811232
0.815778	|26.812415
0.815890	|26.813598
0.816002	|26.814782
0.816114	|26.815965
0.816226	|26.817148
0.816338	|26.818331
0.816450	|26.819514
0.816562	|26.820697
0.816674	|26.821880
0.816786	|26.823063
0.816898	|26.824246
0.817010	|26.825429
0.817122	|26.826612
0.817234	|26.827795
0.817346	|26.828978
0.817458	|26.830161
0.817570	|26.831344
0.817682	|26.832527
0.817794	|26.833710
0.817906	|26.834893
0.818018	|26.836076
0.818130	|26.837259
0.818242	|26.838442
0.818354	|26.839625
0.818466	|26.840808
0.818578	|26.841991
0.818690	|26.843174
0.818802	|26.844357
0.818914	|26.845540
0.819026	|26.846723
0.819138	|26.847906
0.819250	|26.849089
0.819362	|26.850272
0.819474	|26.851454
0.819586	|26.852637
0.819698	|26.853820
0.819810	|26.855003
0.819922	|26.856186
0.820034	|26.857369
0.820146	|26.858552
0.820258	|26.859734
0.820370	|26.860917
0.820482	|26.862100
0.820594	|26.863283
0.820706	|26.864466
0.820818	|26.865649
0.820930	|26.866831
0.821042	|26.868014
0.821154	|26.869197
0.821266	|26.870380
0.821378	|26.871563
0.821490	|26.872745
0.821602	|26.873928
0.821714	|26.875111
0.821826	|26.876294
0.821938	|26.877476
0.822050	|26.878659
0.822162	|26.879842
0.822274	|26.881024
0.822386	|26.882207
0.822498	|26.883390
0.822610	|26.884573
0.822722	|26.885755
0.822834	|26.886938
0.822946	|26.888121
0.823058	|26.889303
0.823170	|26.890486
0.823282	|26.891669
0.823394	|26.892851
0.823506	|26.894034
0.823618	|26.895216
0.823730	|26.896399
0.823842	|26.897582
0.823954	|26.898764
0.824066	|26.899947
0.824178	|26.901129
0.824290	|26.902312
0.824402	|26.903495
0.824514	|26.904677
0.824626	|26.905860
0.824738	|26.907042
0.824850	|26.908225
0.824962	|26.909407
0.825075	|26.910590
0.825187	|26.911772
0.825299	|26.912955
0.825411	|26.914138
0.825523	|26.915320
0.825635	|26.916503
0.825747	|26.917685
0.825859	|26.918868
0.825971	|26.920050
0.826083	|26.921232
0.826195	|26.922415
0.826307	|26.923597
0.826419	|26.924780
0.826531	|26.925962
0.826643	|26.927145
0.826755	|26.928327
0.826867	|26.929510
0.826979	|26.930692
0.827091	|26.931874
0.827203	|26.933057
0.827315	|26.934239
0.827427	|26.935422
0.827539	|26.936604
0.827651	|26.937786
0.827763	|26.938969
0.827875	|26.940151
0.827987	|26.941333
0.828099	|26.942516
0.828211	|26.943698
0.828323	|26.944880
0.828435	|26.946063
0.828547	|26.947245
0.828659	|26.948427
0.828771	|26.949610
0.828883	|26.950792
0.828995	|26.951974
0.829107	|26.953157
0.829219	|26.954339
0.829331	|26.955521
0.829443	|26.956703
