#z [m]	|lamba [J/s m K]	|rho [kg/m^3]	|alpha [1/K]
0.055782 	| 0.013012 	|54.054976 	|0.004946 
0.055894 	| 0.013012 	|54.054650 	|0.004946 
0.056006 	| 0.013013 	|54.054325 	|0.004946 
0.056118 	| 0.013013 	|54.054000 	|0.004946 
0.056230 	| 0.013013 	|54.053674 	|0.004946 
0.056342 	| 0.013013 	|54.053349 	|0.004946 
0.056454 	| 0.013013 	|54.053023 	|0.004946 
0.056566 	| 0.013013 	|54.052698 	|0.004946 
0.056678 	| 0.013013 	|54.052373 	|0.004946 
0.056790 	| 0.013013 	|54.052047 	|0.004946 
0.056902 	| 0.013013 	|54.051722 	|0.004946 
0.057014 	| 0.013013 	|54.051396 	|0.004946 
0.057126 	| 0.013013 	|54.051071 	|0.004946 
0.057238 	| 0.013014 	|54.050746 	|0.004946 
0.057350 	| 0.013014 	|54.050420 	|0.004946 
0.057462 	| 0.013014 	|54.050095 	|0.004945 
0.057574 	| 0.013014 	|54.049770 	|0.004945 
0.057686 	| 0.013014 	|54.049444 	|0.004945 
0.057798 	| 0.013014 	|54.049119 	|0.004945 
0.057910 	| 0.013014 	|54.048794 	|0.004945 
0.058022 	| 0.013014 	|54.048469 	|0.004945 
0.058134 	| 0.013014 	|54.048143 	|0.004945 
0.058246 	| 0.013014 	|54.047818 	|0.004945 
0.058358 	| 0.013014 	|54.047493 	|0.004945 
0.058470 	| 0.013014 	|54.047167 	|0.004945 
0.058582 	| 0.013015 	|54.046842 	|0.004945 
0.058694 	| 0.013015 	|54.046517 	|0.004945 
0.058806 	| 0.013015 	|54.046192 	|0.004945 
0.058918 	| 0.013015 	|54.045866 	|0.004945 
0.059030 	| 0.013015 	|54.045541 	|0.004945 
0.059142 	| 0.013015 	|54.045216 	|0.004945 
0.059254 	| 0.013015 	|54.044891 	|0.004945 
0.059366 	| 0.013015 	|54.044566 	|0.004945 
0.059478 	| 0.013015 	|54.044240 	|0.004945 
0.059590 	| 0.013015 	|54.043915 	|0.004944 
0.059702 	| 0.013015 	|54.043590 	|0.004944 
0.059814 	| 0.013015 	|54.043265 	|0.004944 
0.059926 	| 0.013016 	|54.042940 	|0.004944 
0.060038 	| 0.013016 	|54.042615 	|0.004944 
0.060150 	| 0.013016 	|54.042289 	|0.004944 
0.060262 	| 0.013016 	|54.041964 	|0.004944 
0.060374 	| 0.013016 	|54.041639 	|0.004944 
0.060486 	| 0.013016 	|54.041314 	|0.004944 
0.060598 	| 0.013016 	|54.040989 	|0.004944 
0.060710 	| 0.013016 	|54.040664 	|0.004944 
0.060822 	| 0.013016 	|54.040339 	|0.004944 
0.060934 	| 0.013016 	|54.040014 	|0.004944 
0.061046 	| 0.013016 	|54.039688 	|0.004944 
0.061158 	| 0.013016 	|54.039363 	|0.004944 
0.061270 	| 0.013017 	|54.039038 	|0.004944 
0.061382 	| 0.013017 	|54.038713 	|0.004944 
0.061494 	| 0.013017 	|54.038388 	|0.004944 
0.061606 	| 0.013017 	|54.038063 	|0.004944 
0.061718 	| 0.013017 	|54.037738 	|0.004944 
0.061830 	| 0.013017 	|54.037413 	|0.004943 
0.061942 	| 0.013017 	|54.037088 	|0.004943 
0.062054 	| 0.013017 	|54.036763 	|0.004943 
0.062166 	| 0.013017 	|54.036438 	|0.004943 
0.062278 	| 0.013017 	|54.036113 	|0.004943 
0.062390 	| 0.013017 	|54.035788 	|0.004943 
0.062502 	| 0.013017 	|54.035463 	|0.004943 
0.062614 	| 0.013018 	|54.035138 	|0.004943 
0.062726 	| 0.013018 	|54.034813 	|0.004943 
0.062838 	| 0.013018 	|54.034488 	|0.004943 
0.062950 	| 0.013018 	|54.034163 	|0.004943 
0.063062 	| 0.013018 	|54.033838 	|0.004943 
0.063174 	| 0.013018 	|54.033513 	|0.004943 
0.063286 	| 0.013018 	|54.033188 	|0.004943 
0.063398 	| 0.013018 	|54.032863 	|0.004943 
0.063510 	| 0.013018 	|54.032538 	|0.004943 
0.063622 	| 0.013018 	|54.032213 	|0.004943 
0.063734 	| 0.013018 	|54.031888 	|0.004943 
0.063846 	| 0.013018 	|54.031564 	|0.004943 
0.063958 	| 0.013019 	|54.031239 	|0.004943 
0.064070 	| 0.013019 	|54.030914 	|0.004942 
0.064182 	| 0.013019 	|54.030589 	|0.004942 
0.064294 	| 0.013019 	|54.030264 	|0.004942 
0.064406 	| 0.013019 	|54.029939 	|0.004942 
0.064518 	| 0.013019 	|54.029614 	|0.004942 
0.064630 	| 0.013019 	|54.029289 	|0.004942 
0.064742 	| 0.013019 	|54.028965 	|0.004942 
0.064854 	| 0.013019 	|54.028640 	|0.004942 
0.064966 	| 0.013019 	|54.028315 	|0.004942 
0.065079 	| 0.013019 	|54.027990 	|0.004942 
0.065191 	| 0.013019 	|54.027665 	|0.004942 
0.065303 	| 0.013020 	|54.027340 	|0.004942 
0.065415 	| 0.013020 	|54.027016 	|0.004942 
0.065527 	| 0.013020 	|54.026691 	|0.004942 
0.065639 	| 0.013020 	|54.026366 	|0.004942 
0.065751 	| 0.013020 	|54.026041 	|0.004942 
0.065863 	| 0.013020 	|54.025717 	|0.004942 
0.065975 	| 0.013020 	|54.025392 	|0.004942 
0.066087 	| 0.013020 	|54.025067 	|0.004942 
0.066199 	| 0.013020 	|54.024742 	|0.004942 
0.066311 	| 0.013020 	|54.024417 	|0.004941 
0.066423 	| 0.013020 	|54.024093 	|0.004941 
0.066535 	| 0.013020 	|54.023768 	|0.004941 
0.066647 	| 0.013021 	|54.023443 	|0.004941 
0.066759 	| 0.013021 	|54.023119 	|0.004941 
0.066871 	| 0.013021 	|54.022794 	|0.004941 
0.066983 	| 0.013021 	|54.022469 	|0.004941 
0.067095 	| 0.013021 	|54.022144 	|0.004941 
0.067207 	| 0.013021 	|54.021820 	|0.004941 
0.067319 	| 0.013021 	|54.021495 	|0.004941 
0.067431 	| 0.013021 	|54.021170 	|0.004941 
0.067543 	| 0.013021 	|54.020846 	|0.004941 
0.067655 	| 0.013021 	|54.020521 	|0.004941 
0.067767 	| 0.013021 	|54.020196 	|0.004941 
0.067879 	| 0.013021 	|54.019872 	|0.004941 
0.067991 	| 0.013022 	|54.019547 	|0.004941 
0.068103 	| 0.013022 	|54.019223 	|0.004941 
0.068215 	| 0.013022 	|54.018898 	|0.004941 
0.068327 	| 0.013022 	|54.018573 	|0.004941 
0.068439 	| 0.013022 	|54.018249 	|0.004941 
0.068551 	| 0.013022 	|54.017924 	|0.004940 
0.068663 	| 0.013022 	|54.017600 	|0.004940 
0.068775 	| 0.013022 	|54.017275 	|0.004940 
0.068887 	| 0.013022 	|54.016950 	|0.004940 
0.068999 	| 0.013022 	|54.016626 	|0.004940 
0.069111 	| 0.013022 	|54.016301 	|0.004940 
0.069223 	| 0.013023 	|54.015977 	|0.004940 
0.069335 	| 0.013023 	|54.015652 	|0.004940 
0.069447 	| 0.013023 	|54.015328 	|0.004940 
0.069559 	| 0.013023 	|54.015003 	|0.004940 
0.069671 	| 0.013023 	|54.014679 	|0.004940 
0.069783 	| 0.013023 	|54.014354 	|0.004940 
0.069895 	| 0.013023 	|54.014030 	|0.004940 
0.070007 	| 0.013023 	|54.013705 	|0.004940 
0.070119 	| 0.013023 	|54.013381 	|0.004940 
0.070231 	| 0.013023 	|54.013056 	|0.004940 
0.070343 	| 0.013023 	|54.012732 	|0.004940 
0.070455 	| 0.013023 	|54.012407 	|0.004940 
0.070567 	| 0.013024 	|54.012083 	|0.004940 
0.070679 	| 0.013024 	|54.011758 	|0.004939 
0.070791 	| 0.013024 	|54.011434 	|0.004939 
0.070903 	| 0.013024 	|54.011109 	|0.004939 
0.071015 	| 0.013024 	|54.010785 	|0.004939 
0.071127 	| 0.013024 	|54.010461 	|0.004939 
0.071239 	| 0.013024 	|54.010136 	|0.004939 
0.071351 	| 0.013024 	|54.009812 	|0.004939 
0.071463 	| 0.013024 	|54.009487 	|0.004939 
0.071575 	| 0.013024 	|54.009163 	|0.004939 
0.071687 	| 0.013024 	|54.008838 	|0.004939 
0.071799 	| 0.013024 	|54.008514 	|0.004939 
0.071911 	| 0.013025 	|54.008190 	|0.004939 
0.072023 	| 0.013025 	|54.007865 	|0.004939 
0.072135 	| 0.013025 	|54.007541 	|0.004939 
0.072247 	| 0.013025 	|54.007217 	|0.004939 
0.072359 	| 0.013025 	|54.006892 	|0.004939 
0.072471 	| 0.013025 	|54.006568 	|0.004939 
0.072583 	| 0.013025 	|54.006244 	|0.004939 
0.072695 	| 0.013025 	|54.005919 	|0.004939 
0.072807 	| 0.013025 	|54.005595 	|0.004939 
0.072919 	| 0.013025 	|54.005271 	|0.004938 
0.073031 	| 0.013025 	|54.004946 	|0.004938 
0.073143 	| 0.013025 	|54.004622 	|0.004938 
0.073255 	| 0.013026 	|54.004298 	|0.004938 
0.073367 	| 0.013026 	|54.003974 	|0.004938 
0.073479 	| 0.013026 	|54.003649 	|0.004938 
0.073591 	| 0.013026 	|54.003325 	|0.004938 
0.073703 	| 0.013026 	|54.003001 	|0.004938 
0.073815 	| 0.013026 	|54.002677 	|0.004938 
0.073927 	| 0.013026 	|54.002352 	|0.004938 
0.074039 	| 0.013026 	|54.002028 	|0.004938 
0.074151 	| 0.013026 	|54.001704 	|0.004938 
0.074263 	| 0.013026 	|54.001380 	|0.004938 
0.074375 	| 0.013026 	|54.001055 	|0.004938 
0.074487 	| 0.013026 	|54.000731 	|0.004938 
0.074599 	| 0.013027 	|54.000407 	|0.004938 
0.074711 	| 0.013027 	|54.000083 	|0.004938 
0.074823 	| 0.013027 	|53.999759 	|0.004938 
0.074935 	| 0.013027 	|53.999434 	|0.004938 
0.075048 	| 0.013027 	|53.999110 	|0.004938 
0.075160 	| 0.013027 	|53.998786 	|0.004937 
0.075272 	| 0.013027 	|53.998462 	|0.004937 
0.075384 	| 0.013027 	|53.998138 	|0.004937 
0.075496 	| 0.013027 	|53.997814 	|0.004937 
0.075608 	| 0.013027 	|53.997490 	|0.004937 
0.075720 	| 0.013027 	|53.997165 	|0.004937 
0.075832 	| 0.013027 	|53.996841 	|0.004937 
0.075944 	| 0.013028 	|53.996517 	|0.004937 
0.076056 	| 0.013028 	|53.996193 	|0.004937 
0.076168 	| 0.013028 	|53.995869 	|0.004937 
0.076280 	| 0.013028 	|53.995545 	|0.004937 
0.076392 	| 0.013028 	|53.995221 	|0.004937 
0.076504 	| 0.013028 	|53.994897 	|0.004937 
0.076616 	| 0.013028 	|53.994573 	|0.004937 
0.076728 	| 0.013028 	|53.994249 	|0.004937 
0.076840 	| 0.013028 	|53.993925 	|0.004937 
0.076952 	| 0.013028 	|53.993601 	|0.004937 
0.077064 	| 0.013028 	|53.993277 	|0.004937 
0.077176 	| 0.013028 	|53.992952 	|0.004937 
0.077288 	| 0.013029 	|53.992628 	|0.004937 
0.077400 	| 0.013029 	|53.992304 	|0.004936 
0.077512 	| 0.013029 	|53.991980 	|0.004936 
0.077624 	| 0.013029 	|53.991656 	|0.004936 
0.077736 	| 0.013029 	|53.991332 	|0.004936 
0.077848 	| 0.013029 	|53.991008 	|0.004936 
0.077960 	| 0.013029 	|53.990685 	|0.004936 
0.078072 	| 0.013029 	|53.990361 	|0.004936 
0.078184 	| 0.013029 	|53.990037 	|0.004936 
0.078296 	| 0.013029 	|53.989713 	|0.004936 
0.078408 	| 0.013029 	|53.989389 	|0.004936 
0.078520 	| 0.013029 	|53.989065 	|0.004936 
0.078632 	| 0.013030 	|53.988741 	|0.004936 
0.078744 	| 0.013030 	|53.988417 	|0.004936 
0.078856 	| 0.013030 	|53.988093 	|0.004936 
0.078968 	| 0.013030 	|53.987769 	|0.004936 
0.079080 	| 0.013030 	|53.987445 	|0.004936 
0.079192 	| 0.013030 	|53.987121 	|0.004936 
0.079304 	| 0.013030 	|53.986797 	|0.004936 
0.079416 	| 0.013030 	|53.986473 	|0.004936 
0.079528 	| 0.013030 	|53.986150 	|0.004936 
0.079640 	| 0.013030 	|53.985826 	|0.004935 
0.079752 	| 0.013030 	|53.985502 	|0.004935 
0.079864 	| 0.013030 	|53.985178 	|0.004935 
0.079976 	| 0.013031 	|53.984854 	|0.004935 
0.080088 	| 0.013031 	|53.984530 	|0.004935 
0.080200 	| 0.013031 	|53.984207 	|0.004935 
0.080312 	| 0.013031 	|53.983883 	|0.004935 
0.080424 	| 0.013031 	|53.983559 	|0.004935 
0.080536 	| 0.013031 	|53.983235 	|0.004935 
0.080648 	| 0.013031 	|53.982911 	|0.004935 
0.080760 	| 0.013031 	|53.982588 	|0.004935 
0.080872 	| 0.013031 	|53.982264 	|0.004935 
0.080984 	| 0.013031 	|53.981940 	|0.004935 
0.081096 	| 0.013031 	|53.981616 	|0.004935 
0.081208 	| 0.013031 	|53.981292 	|0.004935 
0.081320 	| 0.013032 	|53.980969 	|0.004935 
0.081432 	| 0.013032 	|53.980645 	|0.004935 
0.081544 	| 0.013032 	|53.980321 	|0.004935 
0.081656 	| 0.013032 	|53.979997 	|0.004935 
0.081768 	| 0.013032 	|53.979674 	|0.004935 
0.081880 	| 0.013032 	|53.979350 	|0.004934 
0.081992 	| 0.013032 	|53.979026 	|0.004934 
0.082104 	| 0.013032 	|53.978703 	|0.004934 
0.082216 	| 0.013032 	|53.978379 	|0.004934 
0.082328 	| 0.013032 	|53.978055 	|0.004934 
0.082440 	| 0.013032 	|53.977732 	|0.004934 
0.082552 	| 0.013033 	|53.977408 	|0.004934 
0.082664 	| 0.013033 	|53.977084 	|0.004934 
0.082776 	| 0.013033 	|53.976761 	|0.004934 
0.082888 	| 0.013033 	|53.976437 	|0.004934 
0.083000 	| 0.013033 	|53.976113 	|0.004934 
0.083112 	| 0.013033 	|53.975790 	|0.004934 
0.083224 	| 0.013033 	|53.975466 	|0.004934 
0.083336 	| 0.013033 	|53.975142 	|0.004934 
0.083448 	| 0.013033 	|53.974819 	|0.004934 
0.083560 	| 0.013033 	|53.974495 	|0.004934 
0.083672 	| 0.013033 	|53.974172 	|0.004934 
0.083784 	| 0.013033 	|53.973848 	|0.004934 
0.083896 	| 0.013034 	|53.973524 	|0.004934 
0.084008 	| 0.013034 	|53.973201 	|0.004934 
0.084120 	| 0.013034 	|53.972877 	|0.004933 
0.084232 	| 0.013034 	|53.972554 	|0.004933 
0.084344 	| 0.013034 	|53.972230 	|0.004933 
0.084456 	| 0.013034 	|53.971907 	|0.004933 
0.084568 	| 0.013034 	|53.971583 	|0.004933 
0.084680 	| 0.013034 	|53.971259 	|0.004933 
0.084792 	| 0.013034 	|53.970936 	|0.004933 
0.084904 	| 0.013034 	|53.970612 	|0.004933 
0.085017 	| 0.013034 	|53.970289 	|0.004933 
0.085129 	| 0.013034 	|53.969965 	|0.004933 
0.085241 	| 0.013035 	|53.969642 	|0.004933 
0.085353 	| 0.013035 	|53.969318 	|0.004933 
0.085465 	| 0.013035 	|53.968995 	|0.004933 
0.085577 	| 0.013035 	|53.968671 	|0.004933 
0.085689 	| 0.013035 	|53.968348 	|0.004933 
0.085801 	| 0.013035 	|53.968025 	|0.004933 
0.085913 	| 0.013035 	|53.967701 	|0.004933 
0.086025 	| 0.013035 	|53.967378 	|0.004933 
0.086137 	| 0.013035 	|53.967054 	|0.004933 
0.086249 	| 0.013035 	|53.966731 	|0.004933 
0.086361 	| 0.013035 	|53.966407 	|0.004932 
0.086473 	| 0.013035 	|53.966084 	|0.004932 
0.086585 	| 0.013036 	|53.965761 	|0.004932 
0.086697 	| 0.013036 	|53.965437 	|0.004932 
0.086809 	| 0.013036 	|53.965114 	|0.004932 
0.086921 	| 0.013036 	|53.964790 	|0.004932 
0.087033 	| 0.013036 	|53.964467 	|0.004932 
0.087145 	| 0.013036 	|53.964144 	|0.004932 
0.087257 	| 0.013036 	|53.963820 	|0.004932 
0.087369 	| 0.013036 	|53.963497 	|0.004932 
0.087481 	| 0.013036 	|53.963173 	|0.004932 
0.087593 	| 0.013036 	|53.962850 	|0.004932 
0.087705 	| 0.013036 	|53.962527 	|0.004932 
0.087817 	| 0.013036 	|53.962203 	|0.004932 
0.087929 	| 0.013037 	|53.961880 	|0.004932 
0.088041 	| 0.013037 	|53.961557 	|0.004932 
0.088153 	| 0.013037 	|53.961234 	|0.004932 
0.088265 	| 0.013037 	|53.960910 	|0.004932 
0.088377 	| 0.013037 	|53.960587 	|0.004932 
0.088489 	| 0.013037 	|53.960264 	|0.004932 
0.088601 	| 0.013037 	|53.959940 	|0.004931 
0.088713 	| 0.013037 	|53.959617 	|0.004931 
0.088825 	| 0.013037 	|53.959294 	|0.004931 
0.088937 	| 0.013037 	|53.958971 	|0.004931 
0.089049 	| 0.013037 	|53.958647 	|0.004931 
0.089161 	| 0.013037 	|53.958324 	|0.004931 
0.089273 	| 0.013038 	|53.958001 	|0.004931 
0.089385 	| 0.013038 	|53.957678 	|0.004931 
0.089497 	| 0.013038 	|53.957354 	|0.004931 
0.089609 	| 0.013038 	|53.957031 	|0.004931 
0.089721 	| 0.013038 	|53.956708 	|0.004931 
0.089833 	| 0.013038 	|53.956385 	|0.004931 
0.089945 	| 0.013038 	|53.956062 	|0.004931 
0.090057 	| 0.013038 	|53.955738 	|0.004931 
0.090169 	| 0.013038 	|53.955415 	|0.004931 
0.090281 	| 0.013038 	|53.955092 	|0.004931 
0.090393 	| 0.013038 	|53.954769 	|0.004931 
0.090505 	| 0.013038 	|53.954446 	|0.004931 
0.090617 	| 0.013039 	|53.954123 	|0.004931 
0.090729 	| 0.013039 	|53.953800 	|0.004931 
0.090841 	| 0.013039 	|53.953476 	|0.004930 
0.090953 	| 0.013039 	|53.953153 	|0.004930 
0.091065 	| 0.013039 	|53.952830 	|0.004930 
0.091177 	| 0.013039 	|53.952507 	|0.004930 
0.091289 	| 0.013039 	|53.952184 	|0.004930 
0.091401 	| 0.013039 	|53.951861 	|0.004930 
0.091513 	| 0.013039 	|53.951538 	|0.004930 
0.091625 	| 0.013039 	|53.951215 	|0.004930 
0.091737 	| 0.013039 	|53.950892 	|0.004930 
0.091849 	| 0.013039 	|53.950569 	|0.004930 
0.091961 	| 0.013040 	|53.950246 	|0.004930 
0.092073 	| 0.013040 	|53.949922 	|0.004930 
0.092185 	| 0.013040 	|53.949599 	|0.004930 
0.092297 	| 0.013040 	|53.949276 	|0.004930 
0.092409 	| 0.013040 	|53.948953 	|0.004930 
0.092521 	| 0.013040 	|53.948630 	|0.004930 
0.092633 	| 0.013040 	|53.948307 	|0.004930 
0.092745 	| 0.013040 	|53.947984 	|0.004930 
0.092857 	| 0.013040 	|53.947661 	|0.004930 
0.092969 	| 0.013040 	|53.947338 	|0.004930 
0.093081 	| 0.013040 	|53.947015 	|0.004929 
0.093193 	| 0.013040 	|53.946692 	|0.004929 
0.093305 	| 0.013041 	|53.946369 	|0.004929 
0.093417 	| 0.013041 	|53.946046 	|0.004929 
0.093529 	| 0.013041 	|53.945723 	|0.004929 
0.093641 	| 0.013041 	|53.945401 	|0.004929 
0.093753 	| 0.013041 	|53.945078 	|0.004929 
0.093865 	| 0.013041 	|53.944755 	|0.004929 
0.093977 	| 0.013041 	|53.944432 	|0.004929 
0.094089 	| 0.013041 	|53.944109 	|0.004929 
0.094201 	| 0.013041 	|53.943786 	|0.004929 
0.094313 	| 0.013041 	|53.943463 	|0.004929 
0.094425 	| 0.013041 	|53.943140 	|0.004929 
0.094537 	| 0.013041 	|53.942817 	|0.004929 
0.094649 	| 0.013042 	|53.942494 	|0.004929 
0.094761 	| 0.013042 	|53.942171 	|0.004929 
0.094873 	| 0.013042 	|53.941849 	|0.004929 
0.094985 	| 0.013042 	|53.941526 	|0.004929 
0.095098 	| 0.013042 	|53.941203 	|0.004929 
0.095210 	| 0.013042 	|53.940880 	|0.004929 
0.095322 	| 0.013042 	|53.940557 	|0.004928 
0.095434 	| 0.013042 	|53.940234 	|0.004928 
0.095546 	| 0.013042 	|53.939912 	|0.004928 
0.095658 	| 0.013042 	|53.939589 	|0.004928 
0.095770 	| 0.013042 	|53.939266 	|0.004928 
0.095882 	| 0.013043 	|53.938943 	|0.004928 
0.095994 	| 0.013043 	|53.938620 	|0.004928 
0.096106 	| 0.013043 	|53.938298 	|0.004928 
0.096218 	| 0.013043 	|53.937975 	|0.004928 
0.096330 	| 0.013043 	|53.937652 	|0.004928 
0.096442 	| 0.013043 	|53.937329 	|0.004928 
0.096554 	| 0.013043 	|53.937007 	|0.004928 
0.096666 	| 0.013043 	|53.936684 	|0.004928 
0.096778 	| 0.013043 	|53.936361 	|0.004928 
0.096890 	| 0.013043 	|53.936038 	|0.004928 
0.097002 	| 0.013043 	|53.935716 	|0.004928 
0.097114 	| 0.013043 	|53.935393 	|0.004928 
0.097226 	| 0.013044 	|53.935070 	|0.004928 
0.097338 	| 0.013044 	|53.934747 	|0.004928 
0.097450 	| 0.013044 	|53.934425 	|0.004928 
0.097562 	| 0.013044 	|53.934102 	|0.004927 
0.097674 	| 0.013044 	|53.933779 	|0.004927 
0.097786 	| 0.013044 	|53.933457 	|0.004927 
0.097898 	| 0.013044 	|53.933134 	|0.004927 
0.098010 	| 0.013044 	|53.932811 	|0.004927 
0.098122 	| 0.013044 	|53.932489 	|0.004927 
0.098234 	| 0.013044 	|53.932166 	|0.004927 
0.098346 	| 0.013044 	|53.931843 	|0.004927 
0.098458 	| 0.013044 	|53.931521 	|0.004927 
0.098570 	| 0.013045 	|53.931198 	|0.004927 
0.098682 	| 0.013045 	|53.930876 	|0.004927 
0.098794 	| 0.013045 	|53.930553 	|0.004927 
0.098906 	| 0.013045 	|53.930230 	|0.004927 
0.099018 	| 0.013045 	|53.929908 	|0.004927 
0.099130 	| 0.013045 	|53.929585 	|0.004927 
0.099242 	| 0.013045 	|53.929263 	|0.004927 
0.099354 	| 0.013045 	|53.928940 	|0.004927 
0.099466 	| 0.013045 	|53.928617 	|0.004927 
0.099578 	| 0.013045 	|53.928295 	|0.004927 
0.099690 	| 0.013045 	|53.927972 	|0.004927 
0.099802 	| 0.013045 	|53.927650 	|0.004926 
0.099914 	| 0.013046 	|53.927327 	|0.004926 
0.100026 	| 0.013046 	|53.927005 	|0.004926 
0.100138 	| 0.013046 	|53.926682 	|0.004926 
0.100250 	| 0.013046 	|53.926360 	|0.004926 
0.100362 	| 0.013046 	|53.926037 	|0.004926 
0.100474 	| 0.013046 	|53.925715 	|0.004926 
0.100586 	| 0.013046 	|53.925392 	|0.004926 
0.100698 	| 0.013046 	|53.925070 	|0.004926 
0.100810 	| 0.013046 	|53.924747 	|0.004926 
0.100922 	| 0.013046 	|53.924425 	|0.004926 
0.101034 	| 0.013046 	|53.924102 	|0.004926 
0.101146 	| 0.013046 	|53.923780 	|0.004926 
0.101258 	| 0.013047 	|53.923457 	|0.004926 
0.101370 	| 0.013047 	|53.923135 	|0.004926 
0.101482 	| 0.013047 	|53.922812 	|0.004926 
0.101594 	| 0.013047 	|53.922490 	|0.004926 
0.101706 	| 0.013047 	|53.922168 	|0.004926 
0.101818 	| 0.013047 	|53.921845 	|0.004926 
0.101930 	| 0.013047 	|53.921523 	|0.004926 
0.102042 	| 0.013047 	|53.921200 	|0.004925 
0.102154 	| 0.013047 	|53.920878 	|0.004925 
0.102266 	| 0.013047 	|53.920556 	|0.004925 
0.102378 	| 0.013047 	|53.920233 	|0.004925 
0.102490 	| 0.013047 	|53.919911 	|0.004925 
0.102602 	| 0.013048 	|53.919589 	|0.004925 
0.102714 	| 0.013048 	|53.919266 	|0.004925 
0.102826 	| 0.013048 	|53.918944 	|0.004925 
0.102938 	| 0.013048 	|53.918621 	|0.004925 
0.103050 	| 0.013048 	|53.918299 	|0.004925 
0.103162 	| 0.013048 	|53.917977 	|0.004925 
0.103274 	| 0.013048 	|53.917655 	|0.004925 
0.103386 	| 0.013048 	|53.917332 	|0.004925 
0.103498 	| 0.013048 	|53.917010 	|0.004925 
0.103610 	| 0.013048 	|53.916688 	|0.004925 
0.103722 	| 0.013048 	|53.916365 	|0.004925 
0.103834 	| 0.013048 	|53.916043 	|0.004925 
0.103946 	| 0.013049 	|53.915721 	|0.004925 
0.104058 	| 0.013049 	|53.915399 	|0.004925 
0.104170 	| 0.013049 	|53.915076 	|0.004925 
0.104282 	| 0.013049 	|53.914754 	|0.004924 
0.104394 	| 0.013049 	|53.914432 	|0.004924 
0.104506 	| 0.013049 	|53.914110 	|0.004924 
0.104618 	| 0.013049 	|53.913787 	|0.004924 
0.104730 	| 0.013049 	|53.913465 	|0.004924 
0.104842 	| 0.013049 	|53.913143 	|0.004924 
0.104954 	| 0.013049 	|53.912821 	|0.004924 
0.105067 	| 0.013049 	|53.912498 	|0.004924 
0.105179 	| 0.013049 	|53.912176 	|0.004924 
0.105291 	| 0.013050 	|53.911854 	|0.004924 
0.105403 	| 0.013050 	|53.911532 	|0.004924 
0.105515 	| 0.013050 	|53.911210 	|0.004924 
0.105627 	| 0.013050 	|53.910888 	|0.004924 
0.105739 	| 0.013050 	|53.910565 	|0.004924 
0.105851 	| 0.013050 	|53.910243 	|0.004924 
0.105963 	| 0.013050 	|53.909921 	|0.004924 
0.106075 	| 0.013050 	|53.909599 	|0.004924 
0.106187 	| 0.013050 	|53.909277 	|0.004924 
0.106299 	| 0.013050 	|53.908955 	|0.004924 
0.106411 	| 0.013050 	|53.908633 	|0.004924 
0.106523 	| 0.013050 	|53.908310 	|0.004923 
0.106635 	| 0.013051 	|53.907988 	|0.004923 
0.106747 	| 0.013051 	|53.907666 	|0.004923 
0.106859 	| 0.013051 	|53.907344 	|0.004923 
0.106971 	| 0.013051 	|53.907022 	|0.004923 
0.107083 	| 0.013051 	|53.906700 	|0.004923 
0.107195 	| 0.013051 	|53.906378 	|0.004923 
0.107307 	| 0.013051 	|53.906056 	|0.004923 
0.107419 	| 0.013051 	|53.905734 	|0.004923 
0.107531 	| 0.013051 	|53.905412 	|0.004923 
0.107643 	| 0.013051 	|53.905090 	|0.004923 
0.107755 	| 0.013051 	|53.904768 	|0.004923 
0.107867 	| 0.013051 	|53.904446 	|0.004923 
0.107979 	| 0.013052 	|53.904124 	|0.004923 
0.108091 	| 0.013052 	|53.903802 	|0.004923 
0.108203 	| 0.013052 	|53.903480 	|0.004923 
0.108315 	| 0.013052 	|53.903158 	|0.004923 
0.108427 	| 0.013052 	|53.902836 	|0.004923 
0.108539 	| 0.013052 	|53.902514 	|0.004923 
0.108651 	| 0.013052 	|53.902192 	|0.004923 
0.108763 	| 0.013052 	|53.901870 	|0.004922 
0.108875 	| 0.013052 	|53.901548 	|0.004922 
0.108987 	| 0.013052 	|53.901226 	|0.004922 
0.109099 	| 0.013052 	|53.900904 	|0.004922 
0.109211 	| 0.013052 	|53.900582 	|0.004922 
0.109323 	| 0.013053 	|53.900260 	|0.004922 
0.109435 	| 0.013053 	|53.899938 	|0.004922 
0.109547 	| 0.013053 	|53.899616 	|0.004922 
0.109659 	| 0.013053 	|53.899294 	|0.004922 
0.109771 	| 0.013053 	|53.898973 	|0.004922 
0.109883 	| 0.013053 	|53.898651 	|0.004922 
0.109995 	| 0.013053 	|53.898329 	|0.004922 
0.110107 	| 0.013053 	|53.898007 	|0.004922 
0.110219 	| 0.013053 	|53.897685 	|0.004922 
0.110331 	| 0.013053 	|53.897363 	|0.004922 
0.110443 	| 0.013053 	|53.897041 	|0.004922 
0.110555 	| 0.013053 	|53.896720 	|0.004922 
0.110667 	| 0.013054 	|53.896398 	|0.004922 
0.110779 	| 0.013054 	|53.896076 	|0.004922 
0.110891 	| 0.013054 	|53.895754 	|0.004922 
0.111003 	| 0.013054 	|53.895432 	|0.004921 
0.111115 	| 0.013054 	|53.895110 	|0.004921 
0.111227 	| 0.013054 	|53.894789 	|0.004921 
0.111339 	| 0.013054 	|53.894467 	|0.004921 
0.111451 	| 0.013054 	|53.894145 	|0.004921 
