#z [m]	|p [pa]
0.129933	|802975.341235
0.130045	|802975.400398
0.130157	|802975.459559
0.130269	|802975.518721
0.130381	|802975.577882
0.130493	|802975.637043
0.130605	|802975.696204
0.130717	|802975.755364
0.130829	|802975.814524
0.130941	|802975.873683
0.131053	|802975.932842
0.131165	|802975.992001
0.131277	|802976.051159
0.131389	|802976.110317
0.131501	|802976.169475
0.131613	|802976.228632
0.131725	|802976.287789
0.131837	|802976.346946
0.131949	|802976.406102
0.132061	|802976.465258
0.132173	|802976.524414
0.132285	|802976.583569
0.132397	|802976.642724
0.132509	|802976.701878
0.132621	|802976.761032
0.132733	|802976.820186
0.132845	|802976.879340
0.132957	|802976.938493
0.133069	|802976.997646
0.133181	|802977.056798
0.133293	|802977.115950
0.133405	|802977.175102
0.133517	|802977.234253
0.133629	|802977.293404
0.133741	|802977.352555
0.133853	|802977.411705
0.133965	|802977.470855
0.134077	|802977.530005
0.134189	|802977.589154
0.134301	|802977.648303
0.134413	|802977.707451
0.134525	|802977.766599
0.134637	|802977.825747
0.134749	|802977.884895
0.134861	|802977.944042
0.134973	|802978.003189
0.135086	|802978.062335
0.135198	|802978.121481
0.135310	|802978.180627
0.135422	|802978.239772
0.135534	|802978.298917
0.135646	|802978.358062
0.135758	|802978.417206
0.135870	|802978.476350
0.135982	|802978.535494
0.136094	|802978.594637
0.136206	|802978.653780
0.136318	|802978.712922
0.136430	|802978.772065
0.136542	|802978.831206
0.136654	|802978.890348
0.136766	|802978.949489
0.136878	|802979.008630
0.136990	|802979.067770
0.137102	|802979.126910
0.137214	|802979.186050
0.137326	|802979.245190
0.137438	|802979.304329
0.137550	|802979.363467
0.137662	|802979.422606
0.137774	|802979.481744
0.137886	|802979.540881
0.137998	|802979.600018
0.138110	|802979.659155
0.138222	|802979.718292
0.138334	|802979.777428
0.138446	|802979.836564
0.138558	|802979.895700
0.138670	|802979.954835
0.138782	|802980.013970
0.138894	|802980.073104
0.139006	|802980.132238
0.139118	|802980.191372
0.139230	|802980.250505
0.139342	|802980.309638
0.139454	|802980.368771
0.139566	|802980.427903
0.139678	|802980.487035
0.139790	|802980.546167
0.139902	|802980.605298
0.140014	|802980.664429
0.140126	|802980.723560
0.140238	|802980.782690
0.140350	|802980.841820
0.140462	|802980.900950
0.140574	|802980.960079
0.140686	|802981.019208
0.140798	|802981.078336
0.140910	|802981.137464
0.141022	|802981.196592
0.141134	|802981.255719
0.141246	|802981.314846
0.141358	|802981.373973
0.141470	|802981.433100
0.141582	|802981.492226
0.141694	|802981.551351
0.141806	|802981.610477
0.141918	|802981.669602
0.142030	|802981.728726
0.142142	|802981.787850
0.142254	|802981.846974
0.142366	|802981.906098
0.142478	|802981.965221
0.142590	|802982.024344
0.142702	|802982.083466
0.142814	|802982.142589
0.142926	|802982.201710
0.143038	|802982.260832
0.143150	|802982.319953
0.143262	|802982.379074
0.143374	|802982.438194
0.143486	|802982.497314
0.143598	|802982.556434
0.143710	|802982.615553
0.143822	|802982.674672
0.143934	|802982.733791
0.144046	|802982.792909
0.144158	|802982.852027
0.144270	|802982.911145
0.144382	|802982.970262
0.144494	|802983.029379
0.144606	|802983.088495
0.144718	|802983.147612
0.144830	|802983.206727
0.144942	|802983.265843
0.145055	|802983.324958
0.145167	|802983.384073
0.145279	|802983.443187
0.145391	|802983.502301
0.145503	|802983.561415
0.145615	|802983.620528
0.145727	|802983.679641
0.145839	|802983.738754
0.145951	|802983.797866
0.146063	|802983.856978
0.146175	|802983.916090
0.146287	|802983.975201
0.146399	|802984.034312
0.146511	|802984.093423
0.146623	|802984.152533
0.146735	|802984.211643
0.146847	|802984.270752
0.146959	|802984.329862
0.147071	|802984.388970
0.147183	|802984.448079
0.147295	|802984.507187
0.147407	|802984.566295
0.147519	|802984.625402
0.147631	|802984.684509
0.147743	|802984.743616
0.147855	|802984.802722
0.147967	|802984.861828
0.148079	|802984.920934
0.148191	|802984.980039
0.148303	|802985.039144
0.148415	|802985.098249
0.148527	|802985.157353
0.148639	|802985.216457
0.148751	|802985.275560
0.148863	|802985.334664
0.148975	|802985.393766
0.149087	|802985.452869
0.149199	|802985.511971
0.149311	|802985.571073
0.149423	|802985.630174
0.149535	|802985.689275
0.149647	|802985.748376
0.149759	|802985.807477
0.149871	|802985.866577
0.149983	|802985.925676
0.150095	|802985.984776
0.150207	|802986.043875
0.150319	|802986.102973
0.150431	|802986.162072
0.150543	|802986.221169
0.150655	|802986.280267
0.150767	|802986.339364
0.150879	|802986.398461
0.150991	|802986.457558
0.151103	|802986.516654
0.151215	|802986.575750
0.151327	|802986.634845
0.151439	|802986.693940
0.151551	|802986.753035
0.151663	|802986.812129
0.151775	|802986.871224
0.151887	|802986.930317
0.151999	|802986.989411
0.152111	|802987.048504
0.152223	|802987.107596
0.152335	|802987.166689
0.152447	|802987.225781
0.152559	|802987.284872
0.152671	|802987.343964
0.152783	|802987.403054
0.152895	|802987.462145
0.153007	|802987.521235
0.153119	|802987.580325
0.153231	|802987.639415
0.153343	|802987.698504
0.153455	|802987.757593
0.153567	|802987.816681
0.153679	|802987.875769
0.153791	|802987.934857
0.153903	|802987.993944
0.154015	|802988.053031
0.154127	|802988.112118
0.154239	|802988.171204
0.154351	|802988.230290
0.154463	|802988.289376
0.154575	|802988.348461
0.154687	|802988.407546
0.154799	|802988.466631
0.154911	|802988.525715
0.155024	|802988.584799
0.155136	|802988.643883
0.155248	|802988.702966
0.155360	|802988.762049
0.155472	|802988.821131
0.155584	|802988.880213
0.155696	|802988.939295
0.155808	|802988.998377
0.155920	|802989.057458
0.156032	|802989.116539
0.156144	|802989.175619
0.156256	|802989.234699
0.156368	|802989.293779
0.156480	|802989.352858
0.156592	|802989.411937
0.156704	|802989.471016
0.156816	|802989.530094
0.156928	|802989.589172
0.157040	|802989.648250
0.157152	|802989.707327
0.157264	|802989.766404
0.157376	|802989.825480
0.157488	|802989.884556
0.157600	|802989.943632
0.157712	|802990.002708
0.157824	|802990.061783
0.157936	|802990.120858
0.158048	|802990.179932
0.158160	|802990.239006
0.158272	|802990.298080
0.158384	|802990.357153
0.158496	|802990.416226
0.158608	|802990.475299
0.158720	|802990.534371
0.158832	|802990.593443
0.158944	|802990.652515
0.159056	|802990.711586
0.159168	|802990.770657
0.159280	|802990.829728
0.159392	|802990.888798
0.159504	|802990.947868
0.159616	|802991.006938
0.159728	|802991.066007
0.159840	|802991.125076
0.159952	|802991.184144
0.160064	|802991.243212
0.160176	|802991.302280
0.160288	|802991.361348
0.160400	|802991.420415
0.160512	|802991.479481
0.160624	|802991.538548
0.160736	|802991.597614
0.160848	|802991.656679
0.160960	|802991.715745
0.161072	|802991.774810
0.161184	|802991.833874
0.161296	|802991.892939
0.161408	|802991.952003
0.161520	|802992.011066
0.161632	|802992.070130
0.161744	|802992.129192
0.161856	|802992.188255
0.161968	|802992.247317
0.162080	|802992.306379
0.162192	|802992.365440
0.162304	|802992.424502
0.162416	|802992.483562
0.162528	|802992.542623
0.162640	|802992.601683
0.162752	|802992.660743
0.162864	|802992.719802
0.162976	|802992.778861
0.163088	|802992.837920
0.163200	|802992.896978
0.163312	|802992.956036
0.163424	|802993.015094
0.163536	|802993.074151
0.163648	|802993.133208
0.163760	|802993.192265
0.163872	|802993.251321
0.163984	|802993.310377
0.164096	|802993.369432
0.164208	|802993.428487
0.164320	|802993.487542
0.164432	|802993.546597
0.164544	|802993.605651
0.164656	|802993.664705
0.164768	|802993.723758
0.164880	|802993.782811
0.164992	|802993.841864
0.165105	|802993.900916
0.165217	|802993.959968
0.165329	|802994.019020
0.165441	|802994.078071
0.165553	|802994.137122
0.165665	|802994.196173
0.165777	|802994.255223
0.165889	|802994.314273
0.166001	|802994.373323
0.166113	|802994.432372
0.166225	|802994.491421
0.166337	|802994.550470
0.166449	|802994.609518
0.166561	|802994.668566
0.166673	|802994.727613
0.166785	|802994.786660
0.166897	|802994.845707
0.167009	|802994.904754
0.167121	|802994.963800
0.167233	|802995.022845
0.167345	|802995.081891
0.167457	|802995.140936
0.167569	|802995.199981
0.167681	|802995.259025
0.167793	|802995.318069
0.167905	|802995.377113
0.168017	|802995.436156
0.168129	|802995.495199
0.168241	|802995.554241
0.168353	|802995.613284
0.168465	|802995.672326
0.168577	|802995.731367
0.168689	|802995.790408
0.168801	|802995.849449
0.168913	|802995.908490
0.169025	|802995.967530
0.169137	|802996.026570
0.169249	|802996.085609
0.169361	|802996.144648
0.169473	|802996.203687
0.169585	|802996.262725
0.169697	|802996.321763
0.169809	|802996.380801
0.169921	|802996.439838
0.170033	|802996.498876
0.170145	|802996.557912
0.170257	|802996.616948
0.170369	|802996.675984
0.170481	|802996.735020
0.170593	|802996.794055
0.170705	|802996.853090
0.170817	|802996.912125
0.170929	|802996.971159
0.171041	|802997.030193
0.171153	|802997.089226
0.171265	|802997.148260
0.171377	|802997.207292
0.171489	|802997.266325
0.171601	|802997.325357
0.171713	|802997.384389
0.171825	|802997.443420
0.171937	|802997.502451
0.172049	|802997.561482
0.172161	|802997.620512
0.172273	|802997.679542
0.172385	|802997.738572
0.172497	|802997.797601
0.172609	|802997.856630
0.172721	|802997.915659
0.172833	|802997.974687
0.172945	|802998.033715
0.173057	|802998.092743
0.173169	|802998.151770
0.173281	|802998.210797
0.173393	|802998.269823
0.173505	|802998.328850
0.173617	|802998.387875
0.173729	|802998.446901
0.173841	|802998.505926
0.173953	|802998.564951
0.174065	|802998.623975
0.174177	|802998.682999
0.174289	|802998.742023
0.174401	|802998.801046
0.174513	|802998.860069
0.174625	|802998.919092
0.174737	|802998.978114
0.174849	|802999.037136
0.174961	|802999.096158
0.175074	|802999.155179
0.175186	|802999.214200
0.175298	|802999.273221
0.175410	|802999.332241
0.175522	|802999.391261
0.175634	|802999.450281
0.175746	|802999.509300
0.175858	|802999.568319
0.175970	|802999.627337
0.176082	|802999.686355
0.176194	|802999.745373
0.176306	|802999.804391
0.176418	|802999.863408
0.176530	|802999.922424
0.176642	|802999.981441
0.176754	|803000.040457
0.176866	|803000.099473
0.176978	|803000.158488
0.177090	|803000.217503
0.177202	|803000.276518
0.177314	|803000.335532
0.177426	|803000.394546
0.177538	|803000.453560
0.177650	|803000.512573
0.177762	|803000.571586
0.177874	|803000.630598
0.177986	|803000.689610
0.178098	|803000.748622
0.178210	|803000.807634
0.178322	|803000.866645
0.178434	|803000.925656
0.178546	|803000.984666
0.178658	|803001.043676
0.178770	|803001.102686
0.178882	|803001.161696
0.178994	|803001.220705
0.179106	|803001.279713
0.179218	|803001.338722
0.179330	|803001.397730
0.179442	|803001.456738
0.179554	|803001.515745
0.179666	|803001.574752
0.179778	|803001.633759
0.179890	|803001.692765
0.180002	|803001.751771
0.180114	|803001.810776
0.180226	|803001.869782
0.180338	|803001.928786
0.180450	|803001.987791
0.180562	|803002.046795
0.180674	|803002.105799
0.180786	|803002.164803
0.180898	|803002.223806
0.181010	|803002.282809
0.181122	|803002.341811
0.181234	|803002.400813
0.181346	|803002.459815
0.181458	|803002.518816
0.181570	|803002.577817
0.181682	|803002.636818
0.181794	|803002.695818
0.181906	|803002.754818
0.182018	|803002.813818
0.182130	|803002.872817
0.182242	|803002.931816
0.182354	|803002.990815
0.182466	|803003.049813
0.182578	|803003.108811
0.182690	|803003.167809
0.182802	|803003.226806
0.182914	|803003.285803
0.183026	|803003.344799
0.183138	|803003.403795
0.183250	|803003.462791
0.183362	|803003.521787
0.183474	|803003.580782
0.183586	|803003.639777
0.183698	|803003.698771
0.183810	|803003.757765
0.183922	|803003.816759
0.184034	|803003.875752
0.184146	|803003.934745
0.184258	|803003.993738
0.184370	|803004.052730
0.184482	|803004.111722
0.184594	|803004.170714
0.184706	|803004.229705
0.184818	|803004.288696
0.184930	|803004.347687
0.185043	|803004.406677
0.185155	|803004.465667
0.185267	|803004.524657
0.185379	|803004.583646
0.185491	|803004.642635
0.185603	|803004.701623
0.185715	|803004.760611
0.185827	|803004.819599
0.185939	|803004.878587
0.186051	|803004.937574
0.186163	|803004.996561
0.186275	|803005.055547
0.186387	|803005.114533
0.186499	|803005.173519
0.186611	|803005.232504
0.186723	|803005.291489
0.186835	|803005.350474
0.186947	|803005.409458
0.187059	|803005.468442
0.187171	|803005.527426
0.187283	|803005.586409
0.187395	|803005.645392
0.187507	|803005.704375
0.187619	|803005.763357
0.187731	|803005.822339
0.187843	|803005.881320
0.187955	|803005.940302
0.188067	|803005.999282
0.188179	|803006.058263
0.188291	|803006.117243
0.188403	|803006.176223
0.188515	|803006.235202
0.188627	|803006.294181
0.188739	|803006.353160
0.188851	|803006.412139
0.188963	|803006.471117
0.189075	|803006.530094
0.189187	|803006.589072
0.189299	|803006.648049
0.189411	|803006.707025
0.189523	|803006.766002
0.189635	|803006.824978
0.189747	|803006.883953
0.189859	|803006.942929
0.189971	|803007.001904
0.190083	|803007.060878
0.190195	|803007.119852
0.190307	|803007.178826
0.190419	|803007.237800
0.190531	|803007.296773
0.190643	|803007.355746
0.190755	|803007.414718
0.190867	|803007.473690
0.190979	|803007.532662
0.191091	|803007.591634
0.191203	|803007.650605
0.191315	|803007.709576
0.191427	|803007.768546
0.191539	|803007.827516
0.191651	|803007.886486
0.191763	|803007.945455
0.191875	|803008.004424
0.191987	|803008.063393
0.192099	|803008.122361
0.192211	|803008.181329
0.192323	|803008.240297
0.192435	|803008.299264
0.192547	|803008.358231
0.192659	|803008.417197
0.192771	|803008.476164
0.192883	|803008.535130
0.192995	|803008.594095
0.193107	|803008.653060
0.193219	|803008.712025
0.193331	|803008.770990
0.193443	|803008.829954
0.193555	|803008.888918
0.193667	|803008.947881
0.193779	|803009.006844
0.193891	|803009.065807
0.194003	|803009.124769
0.194115	|803009.183731
0.194227	|803009.242693
0.194339	|803009.301654
0.194451	|803009.360615
0.194563	|803009.419576
0.194675	|803009.478536
0.194787	|803009.537496
0.194899	|803009.596456
0.195012	|803009.655415
0.195124	|803009.714374
0.195236	|803009.773333
0.195348	|803009.832291
0.195460	|803009.891249
0.195572	|803009.950206
0.195684	|803010.009164
0.195796	|803010.068121
0.195908	|803010.127077
0.196020	|803010.186033
0.196132	|803010.244989
0.196244	|803010.303944
0.196356	|803010.362900
0.196468	|803010.421854
0.196580	|803010.480809
0.196692	|803010.539763
0.196804	|803010.598716
0.196916	|803010.657670
0.197028	|803010.716623
0.197140	|803010.775576
0.197252	|803010.834528
0.197364	|803010.893480
0.197476	|803010.952431
0.197588	|803011.011383
0.197700	|803011.070334
0.197812	|803011.129284
0.197924	|803011.188234
0.198036	|803011.247184
0.198148	|803011.306134
0.198260	|803011.365083
0.198372	|803011.424032
0.198484	|803011.482980
0.198596	|803011.541929
0.198708	|803011.600876
0.198820	|803011.659824
0.198932	|803011.718771
0.199044	|803011.777718
0.199156	|803011.836664
0.199268	|803011.895610
0.199380	|803011.954556
0.199492	|803012.013501
0.199604	|803012.072446
0.199716	|803012.131391
0.199828	|803012.190335
0.199940	|803012.249279
0.200052	|803012.308223
0.200164	|803012.367166
0.200276	|803012.426109
0.200388	|803012.485052
0.200500	|803012.543994
0.200612	|803012.602936
0.200724	|803012.661878
0.200836	|803012.720819
0.200948	|803012.779760
0.201060	|803012.838700
0.201172	|803012.897640
0.201284	|803012.956580
0.201396	|803013.015520
0.201508	|803013.074459
0.201620	|803013.133397
0.201732	|803013.192336
0.201844	|803013.251274
0.201956	|803013.310212
0.202068	|803013.369149
0.202180	|803013.428086
0.202292	|803013.487023
0.202404	|803013.545959
0.202516	|803013.604895
0.202628	|803013.663831
0.202740	|803013.722766
0.202852	|803013.781701
0.202964	|803013.840636
0.203076	|803013.899570
0.203188	|803013.958504
0.203300	|803014.017437
0.203412	|803014.076371
0.203524	|803014.135304
0.203636	|803014.194236
0.203748	|803014.253168
0.203860	|803014.312100
0.203972	|803014.371032
0.204084	|803014.429963
0.204196	|803014.488893
0.204308	|803014.547824
0.204420	|803014.606754
0.204532	|803014.665684
0.204644	|803014.724613
0.204756	|803014.783542
0.204868	|803014.842471
0.204980	|803014.901399
0.205093	|803014.960327
0.205205	|803015.019255
0.205317	|803015.078182
0.205429	|803015.137109
0.205541	|803015.196036
0.205653	|803015.254962
0.205765	|803015.313888
0.205877	|803015.372814
0.205989	|803015.431739
0.206101	|803015.490664
0.206213	|803015.549588
0.206325	|803015.608513
0.206437	|803015.667436
0.206549	|803015.726360
0.206661	|803015.785283
0.206773	|803015.844206
0.206885	|803015.903128
0.206997	|803015.962050
0.207109	|803016.020972
0.207221	|803016.079894
0.207333	|803016.138815
0.207445	|803016.197735
0.207557	|803016.256656
0.207669	|803016.315576
0.207781	|803016.374496
0.207893	|803016.433415
0.208005	|803016.492334
0.208117	|803016.551253
0.208229	|803016.610171
0.208341	|803016.669089
0.208453	|803016.728006
0.208565	|803016.786924
0.208677	|803016.845841
0.208789	|803016.904757
0.208901	|803016.963673
0.209013	|803017.022589
0.209125	|803017.081505
0.209237	|803017.140420
0.209349	|803017.199335
0.209461	|803017.258249
0.209573	|803017.317163
0.209685	|803017.376077
0.209797	|803017.434991
0.209909	|803017.493904
